proto,port,open,hint,banner,details,error,tls_subject,tls_issuer,rdns,fingerprint
tcp,486,False,,,{},,,,DESKTOP-G804P63,
tcp,487,False,,,{},,,,DESKTOP-G804P63,
tcp,488,False,,,{},,,,DESKTOP-G804P63,
tcp,489,False,,,{},,,,DESKTOP-G804P63,
tcp,490,False,,,{},,,,DESKTOP-G804P63,
tcp,491,False,,,{},,,,DESKTOP-G804P63,
tcp,492,False,,,{},,,,DESKTOP-G804P63,
tcp,493,False,,,{},,,,DESKTOP-G804P63,
tcp,494,False,,,{},,,,DESKTOP-G804P63,
tcp,495,False,,,{},,,,DESKTOP-G804P63,
tcp,496,False,,,{},,,,DESKTOP-G804P63,
tcp,497,False,,,{},,,,DESKTOP-G804P63,
tcp,498,False,,,{},,,,DESKTOP-G804P63,
tcp,499,False,,,{},,,,DESKTOP-G804P63,
tcp,500,False,,,{},,,,DESKTOP-G804P63,
tcp,501,False,,,{},,,,DESKTOP-G804P63,
tcp,502,False,,,{},,,,DESKTOP-G804P63,
tcp,503,False,,,{},,,,DESKTOP-G804P63,
tcp,504,False,,,{},,,,DESKTOP-G804P63,
tcp,505,False,,,{},,,,DESKTOP-G804P63,
tcp,506,False,,,{},,,,DESKTOP-G804P63,
tcp,507,False,crs,,{},,,,DESKTOP-G804P63,
tcp,508,False,,,{},,,,DESKTOP-G804P63,
tcp,509,False,,,{},,,,DESKTOP-G804P63,
tcp,510,False,,,{},,,,DESKTOP-G804P63,
tcp,511,False,,,{},,,,DESKTOP-G804P63,
tcp,512,False,exec,,{},,,,DESKTOP-G804P63,
tcp,513,False,login,,{},,,,DESKTOP-G804P63,
tcp,514,False,cmd,,{},,,,DESKTOP-G804P63,
tcp,515,False,printer,,{},,,,DESKTOP-G804P63,
tcp,516,False,,,{},,,,DESKTOP-G804P63,
tcp,517,False,,,{},,,,DESKTOP-G804P63,
tcp,518,False,,,{},,,,DESKTOP-G804P63,
tcp,519,False,,,{},,,,DESKTOP-G804P63,
tcp,520,False,efs,,{},,,,DESKTOP-G804P63,
tcp,521,False,,,{},,,,DESKTOP-G804P63,
tcp,522,False,ulp,,{},,,,DESKTOP-G804P63,
tcp,523,False,,,{},,,,DESKTOP-G804P63,
tcp,524,False,,,{},,,,DESKTOP-G804P63,
tcp,525,False,,,{},,,,DESKTOP-G804P63,
tcp,526,False,tempo,,{},,,,DESKTOP-G804P63,
tcp,527,False,,,{},,,,DESKTOP-G804P63,
tcp,528,False,,,{},,,,DESKTOP-G804P63,
tcp,529,False,irc-serv,,{},,,,DESKTOP-G804P63,
tcp,530,False,courier,,{},,,,DESKTOP-G804P63,
tcp,531,False,conference,,{},,,,DESKTOP-G804P63,
tcp,532,False,netnews,,{},,,,DESKTOP-G804P63,
tcp,533,False,,,{},,,,DESKTOP-G804P63,
tcp,534,False,,,{},,,,DESKTOP-G804P63,
tcp,535,False,,,{},,,,DESKTOP-G804P63,
tcp,536,False,,,{},,,,DESKTOP-G804P63,
tcp,537,False,,,{},,,,DESKTOP-G804P63,
tcp,538,False,,,{},,,,DESKTOP-G804P63,
tcp,539,False,,,{},,,,DESKTOP-G804P63,
tcp,540,False,uucp,,{},,,,DESKTOP-G804P63,
tcp,541,False,,,{},,,,DESKTOP-G804P63,
tcp,542,False,,,{},,,,DESKTOP-G804P63,
tcp,543,False,klogin,,{},,,,DESKTOP-G804P63,
tcp,544,False,kshell,,{},,,,DESKTOP-G804P63,
tcp,545,False,,,{},,,,DESKTOP-G804P63,
tcp,546,False,dhcpv6-client,,{},,,,DESKTOP-G804P63,
tcp,547,False,dhcpv6-server,,{},,,,DESKTOP-G804P63,
tcp,548,False,afpovertcp,,{},,,,DESKTOP-G804P63,
tcp,549,False,,,{},,,,DESKTOP-G804P63,
tcp,550,False,,,{},,,,DESKTOP-G804P63,
tcp,551,False,,,{},,,,DESKTOP-G804P63,
tcp,552,False,,,{},,,,DESKTOP-G804P63,
tcp,553,False,,,{},,,,DESKTOP-G804P63,
tcp,554,False,rtsp,,{},,,,DESKTOP-G804P63,
tcp,555,False,,,{},,,,DESKTOP-G804P63,
tcp,556,False,remotefs,,{},,,,DESKTOP-G804P63,
tcp,557,False,,,{},,,,DESKTOP-G804P63,
tcp,558,False,,,{},,,,DESKTOP-G804P63,
tcp,559,False,,,{},,,,DESKTOP-G804P63,
tcp,560,False,,,{},,,,DESKTOP-G804P63,
tcp,561,False,,,{},,,,DESKTOP-G804P63,
tcp,562,False,,,{},,,,DESKTOP-G804P63,
tcp,563,False,nntps,,{},,,,DESKTOP-G804P63,
tcp,564,False,,,{},,,,DESKTOP-G804P63,
tcp,565,False,whoami,,{},,,,DESKTOP-G804P63,
tcp,566,False,,,{},,,,DESKTOP-G804P63,
tcp,567,False,,,{},,,,DESKTOP-G804P63,
tcp,568,False,ms-shuttle,,{},,,,DESKTOP-G804P63,
tcp,569,False,ms-rome,,{},,,,DESKTOP-G804P63,
tcp,570,False,,,{},,,,DESKTOP-G804P63,
tcp,571,False,,,{},,,,DESKTOP-G804P63,
tcp,572,False,,,{},,,,DESKTOP-G804P63,
tcp,573,False,,,{},,,,DESKTOP-G804P63,
tcp,574,False,,,{},,,,DESKTOP-G804P63,
tcp,575,False,,,{},,,,DESKTOP-G804P63,
tcp,576,False,,,{},,,,DESKTOP-G804P63,
tcp,577,False,,,{},,,,DESKTOP-G804P63,
tcp,578,False,,,{},,,,DESKTOP-G804P63,
tcp,579,False,,,{},,,,DESKTOP-G804P63,
tcp,580,False,,,{},,,,DESKTOP-G804P63,
tcp,581,False,,,{},,,,DESKTOP-G804P63,
tcp,582,False,,,{},,,,DESKTOP-G804P63,
tcp,583,False,,,{},,,,DESKTOP-G804P63,
tcp,584,False,,,{},,,,DESKTOP-G804P63,
tcp,585,False,,,{},,,,DESKTOP-G804P63,
tcp,586,False,,,{},,,,DESKTOP-G804P63,
tcp,587,False,,,{},,,,DESKTOP-G804P63,
tcp,588,False,,,{},,,,DESKTOP-G804P63,
tcp,589,False,,,{},,,,DESKTOP-G804P63,
tcp,590,False,,,{},,,,DESKTOP-G804P63,
tcp,591,False,,,{},,,,DESKTOP-G804P63,
tcp,592,False,,,{},,,,DESKTOP-G804P63,
tcp,593,False,http-rpc-epmap,,{},,,,DESKTOP-G804P63,
tcp,594,False,,,{},,,,DESKTOP-G804P63,
tcp,595,False,,,{},,,,DESKTOP-G804P63,
tcp,596,False,,,{},,,,DESKTOP-G804P63,
tcp,597,False,,,{},,,,DESKTOP-G804P63,
tcp,598,False,,,{},,,,DESKTOP-G804P63,
tcp,599,False,,,{},,,,DESKTOP-G804P63,
tcp,600,False,,,{},,,,DESKTOP-G804P63,
tcp,601,False,,,{},,,,DESKTOP-G804P63,
tcp,602,False,,,{},,,,DESKTOP-G804P63,
tcp,603,False,,,{},,,,DESKTOP-G804P63,
tcp,604,False,,,{},,,,DESKTOP-G804P63,
tcp,605,False,,,{},,,,DESKTOP-G804P63,
tcp,606,False,,,{},,,,DESKTOP-G804P63,
tcp,607,False,,,{},,,,DESKTOP-G804P63,
tcp,608,False,,,{},,,,DESKTOP-G804P63,
tcp,609,False,,,{},,,,DESKTOP-G804P63,
tcp,610,False,,,{},,,,DESKTOP-G804P63,
tcp,611,False,,,{},,,,DESKTOP-G804P63,
tcp,612,False,hmmp-ind,,{},,,,DESKTOP-G804P63,
tcp,613,False,hmmp-op,,{},,,,DESKTOP-G804P63,
tcp,614,False,,,{},,,,DESKTOP-G804P63,
tcp,615,False,,,{},,,,DESKTOP-G804P63,
tcp,616,False,,,{},,,,DESKTOP-G804P63,
tcp,617,False,,,{},,,,DESKTOP-G804P63,
tcp,618,False,,,{},,,,DESKTOP-G804P63,
tcp,619,False,,,{},,,,DESKTOP-G804P63,
tcp,620,False,,,{},,,,DESKTOP-G804P63,
tcp,621,False,,,{},,,,DESKTOP-G804P63,
tcp,622,False,,,{},,,,DESKTOP-G804P63,
tcp,623,False,,,{},,,,DESKTOP-G804P63,
tcp,624,False,,,{},,,,DESKTOP-G804P63,
tcp,625,False,,,{},,,,DESKTOP-G804P63,
tcp,626,False,,,{},,,,DESKTOP-G804P63,
tcp,627,False,,,{},,,,DESKTOP-G804P63,
tcp,628,False,,,{},,,,DESKTOP-G804P63,
tcp,629,False,,,{},,,,DESKTOP-G804P63,
tcp,630,False,,,{},,,,DESKTOP-G804P63,
tcp,631,False,,,{},,,,DESKTOP-G804P63,
tcp,632,False,,,{},,,,DESKTOP-G804P63,
tcp,633,False,,,{},,,,DESKTOP-G804P63,
tcp,634,False,,,{},,,,DESKTOP-G804P63,
tcp,635,False,,,{},,,,DESKTOP-G804P63,
tcp,636,False,ldaps,,{},,,,DESKTOP-G804P63,
tcp,637,False,,,{},,,,DESKTOP-G804P63,
tcp,638,False,,,{},,,,DESKTOP-G804P63,
tcp,639,False,,,{},,,,DESKTOP-G804P63,
tcp,640,False,,,{},,,,DESKTOP-G804P63,
tcp,641,False,,,{},,,,DESKTOP-G804P63,
tcp,642,False,,,{},,,,DESKTOP-G804P63,
tcp,643,False,,,{},,,,DESKTOP-G804P63,
tcp,644,False,,,{},,,,DESKTOP-G804P63,
tcp,645,False,,,{},,,,DESKTOP-G804P63,
tcp,646,False,,,{},,,,DESKTOP-G804P63,
tcp,647,False,,,{},,,,DESKTOP-G804P63,
tcp,648,False,,,{},,,,DESKTOP-G804P63,
tcp,649,False,,,{},,,,DESKTOP-G804P63,
tcp,650,False,,,{},,,,DESKTOP-G804P63,
tcp,651,False,,,{},,,,DESKTOP-G804P63,
tcp,652,False,,,{},,,,DESKTOP-G804P63,
tcp,653,False,,,{},,,,DESKTOP-G804P63,
tcp,654,False,,,{},,,,DESKTOP-G804P63,
tcp,655,False,,,{},,,,DESKTOP-G804P63,
tcp,656,False,,,{},,,,DESKTOP-G804P63,
tcp,657,False,,,{},,,,DESKTOP-G804P63,
tcp,658,False,,,{},,,,DESKTOP-G804P63,
tcp,659,False,,,{},,,,DESKTOP-G804P63,
tcp,660,False,,,{},,,,DESKTOP-G804P63,
tcp,661,False,,,{},,,,DESKTOP-G804P63,
tcp,662,False,,,{},,,,DESKTOP-G804P63,
tcp,663,False,,,{},,,,DESKTOP-G804P63,
tcp,664,False,,,{},,,,DESKTOP-G804P63,
tcp,665,False,,,{},,,,DESKTOP-G804P63,
tcp,666,False,doom,,{},,,,DESKTOP-G804P63,
tcp,667,False,,,{},,,,DESKTOP-G804P63,
tcp,668,False,,,{},,,,DESKTOP-G804P63,
tcp,669,False,,,{},,,,DESKTOP-G804P63,
tcp,670,False,,,{},,,,DESKTOP-G804P63,
tcp,671,False,,,{},,,,DESKTOP-G804P63,
tcp,672,False,,,{},,,,DESKTOP-G804P63,
tcp,673,False,,,{},,,,DESKTOP-G804P63,
tcp,674,False,,,{},,,,DESKTOP-G804P63,
tcp,675,False,,,{},,,,DESKTOP-G804P63,
tcp,676,False,,,{},,,,DESKTOP-G804P63,
tcp,677,False,,,{},,,,DESKTOP-G804P63,
tcp,678,False,,,{},,,,DESKTOP-G804P63,
tcp,679,False,,,{},,,,DESKTOP-G804P63,
tcp,680,False,,,{},,,,DESKTOP-G804P63,
tcp,681,False,,,{},,,,DESKTOP-G804P63,
tcp,682,False,,,{},,,,DESKTOP-G804P63,
tcp,683,False,,,{},,,,DESKTOP-G804P63,
tcp,684,False,,,{},,,,DESKTOP-G804P63,
tcp,685,False,,,{},,,,DESKTOP-G804P63,
tcp,686,False,,,{},,,,DESKTOP-G804P63,
tcp,687,False,,,{},,,,DESKTOP-G804P63,
tcp,688,False,,,{},,,,DESKTOP-G804P63,
tcp,689,False,,,{},,,,DESKTOP-G804P63,
tcp,690,False,,,{},,,,DESKTOP-G804P63,
tcp,691,False,msexch-routing,,{},,,,DESKTOP-G804P63,
tcp,692,False,,,{},,,,DESKTOP-G804P63,
tcp,693,False,,,{},,,,DESKTOP-G804P63,
tcp,694,False,,,{},,,,DESKTOP-G804P63,
tcp,695,False,,,{},,,,DESKTOP-G804P63,
tcp,696,False,,,{},,,,DESKTOP-G804P63,
tcp,697,False,,,{},,,,DESKTOP-G804P63,
tcp,698,False,,,{},,,,DESKTOP-G804P63,
tcp,699,False,,,{},,,,DESKTOP-G804P63,
tcp,700,False,,,{},,,,DESKTOP-G804P63,
tcp,701,False,,,{},,,,DESKTOP-G804P63,
tcp,702,False,,,{},,,,DESKTOP-G804P63,
tcp,703,False,,,{},,,,DESKTOP-G804P63,
tcp,704,False,,,{},,,,DESKTOP-G804P63,
tcp,705,False,,,{},,,,DESKTOP-G804P63,
tcp,706,False,,,{},,,,DESKTOP-G804P63,
tcp,707,False,,,{},,,,DESKTOP-G804P63,
tcp,708,False,,,{},,,,DESKTOP-G804P63,
tcp,709,False,,,{},,,,DESKTOP-G804P63,
tcp,710,False,,,{},,,,DESKTOP-G804P63,
tcp,711,False,,,{},,,,DESKTOP-G804P63,
tcp,712,False,,,{},,,,DESKTOP-G804P63,
tcp,713,False,,,{},,,,DESKTOP-G804P63,
tcp,714,False,,,{},,,,DESKTOP-G804P63,
tcp,715,False,,,{},,,,DESKTOP-G804P63,
tcp,716,False,,,{},,,,DESKTOP-G804P63,
tcp,717,False,,,{},,,,DESKTOP-G804P63,
tcp,718,False,,,{},,,,DESKTOP-G804P63,
tcp,719,False,,,{},,,,DESKTOP-G804P63,
tcp,720,False,,,{},,,,DESKTOP-G804P63,
tcp,721,False,,,{},,,,DESKTOP-G804P63,
tcp,722,False,,,{},,,,DESKTOP-G804P63,
tcp,723,False,,,{},,,,DESKTOP-G804P63,
tcp,724,False,,,{},,,,DESKTOP-G804P63,
tcp,725,False,,,{},,,,DESKTOP-G804P63,
tcp,726,False,,,{},,,,DESKTOP-G804P63,
tcp,727,False,,,{},,,,DESKTOP-G804P63,
tcp,728,False,,,{},,,,DESKTOP-G804P63,
tcp,729,False,,,{},,,,DESKTOP-G804P63,
tcp,730,False,,,{},,,,DESKTOP-G804P63,
tcp,731,False,,,{},,,,DESKTOP-G804P63,
tcp,732,False,,,{},,,,DESKTOP-G804P63,
tcp,733,False,,,{},,,,DESKTOP-G804P63,
tcp,734,False,,,{},,,,DESKTOP-G804P63,
tcp,735,False,,,{},,,,DESKTOP-G804P63,
tcp,736,False,,,{},,,,DESKTOP-G804P63,
tcp,737,False,,,{},,,,DESKTOP-G804P63,
tcp,738,False,,,{},,,,DESKTOP-G804P63,
tcp,739,False,,,{},,,,DESKTOP-G804P63,
tcp,740,False,,,{},,,,DESKTOP-G804P63,
tcp,741,False,,,{},,,,DESKTOP-G804P63,
tcp,742,False,,,{},,,,DESKTOP-G804P63,
tcp,743,False,,,{},,,,DESKTOP-G804P63,
tcp,744,False,,,{},,,,DESKTOP-G804P63,
tcp,745,False,,,{},,,,DESKTOP-G804P63,
tcp,746,False,,,{},,,,DESKTOP-G804P63,
tcp,747,False,,,{},,,,DESKTOP-G804P63,
tcp,748,False,,,{},,,,DESKTOP-G804P63,
tcp,749,False,kerberos-adm,,{},,,,DESKTOP-G804P63,
tcp,750,False,,,{},,,,DESKTOP-G804P63,
tcp,751,False,,,{},,,,DESKTOP-G804P63,
tcp,752,False,,,{},,,,DESKTOP-G804P63,
tcp,753,False,,,{},,,,DESKTOP-G804P63,
tcp,754,False,,,{},,,,DESKTOP-G804P63,
tcp,755,False,,,{},,,,DESKTOP-G804P63,
tcp,756,False,,,{},,,,DESKTOP-G804P63,
tcp,757,False,,,{},,,,DESKTOP-G804P63,
tcp,758,False,,,{},,,,DESKTOP-G804P63,
tcp,759,False,,,{},,,,DESKTOP-G804P63,
tcp,760,False,,,{},,,,DESKTOP-G804P63,
tcp,761,False,,,{},,,,DESKTOP-G804P63,
tcp,762,False,,,{},,,,DESKTOP-G804P63,
tcp,763,False,,,{},,,,DESKTOP-G804P63,
tcp,764,False,,,{},,,,DESKTOP-G804P63,
tcp,765,False,,,{},,,,DESKTOP-G804P63,
tcp,766,False,,,{},,,,DESKTOP-G804P63,
tcp,767,False,,,{},,,,DESKTOP-G804P63,
tcp,768,False,,,{},,,,DESKTOP-G804P63,
tcp,769,False,,,{},,,,DESKTOP-G804P63,
tcp,770,False,,,{},,,,DESKTOP-G804P63,
tcp,771,False,,,{},,,,DESKTOP-G804P63,
tcp,772,False,,,{},,,,DESKTOP-G804P63,
tcp,773,False,,,{},,,,DESKTOP-G804P63,
tcp,774,False,,,{},,,,DESKTOP-G804P63,
tcp,775,False,,,{},,,,DESKTOP-G804P63,
tcp,776,False,,,{},,,,DESKTOP-G804P63,
tcp,777,False,,,{},,,,DESKTOP-G804P63,
tcp,778,False,,,{},,,,DESKTOP-G804P63,
tcp,779,False,,,{},,,,DESKTOP-G804P63,
tcp,780,False,,,{},,,,DESKTOP-G804P63,
tcp,781,False,,,{},,,,DESKTOP-G804P63,
tcp,782,False,,,{},,,,DESKTOP-G804P63,
tcp,783,False,,,{},,,,DESKTOP-G804P63,
tcp,784,False,,,{},,,,DESKTOP-G804P63,
tcp,785,False,,,{},,,,DESKTOP-G804P63,
tcp,786,False,,,{},,,,DESKTOP-G804P63,
tcp,787,False,,,{},,,,DESKTOP-G804P63,
tcp,788,False,,,{},,,,DESKTOP-G804P63,
tcp,789,False,,,{},,,,DESKTOP-G804P63,
tcp,790,False,,,{},,,,DESKTOP-G804P63,
tcp,791,False,,,{},,,,DESKTOP-G804P63,
tcp,792,False,,,{},,,,DESKTOP-G804P63,
tcp,793,False,,,{},,,,DESKTOP-G804P63,
tcp,794,False,,,{},,,,DESKTOP-G804P63,
tcp,795,False,,,{},,,,DESKTOP-G804P63,
tcp,796,False,,,{},,,,DESKTOP-G804P63,
tcp,797,False,,,{},,,,DESKTOP-G804P63,
tcp,798,False,,,{},,,,DESKTOP-G804P63,
tcp,799,False,,,{},,,,DESKTOP-G804P63,
tcp,800,False,mdbs_daemon,,{},,,,DESKTOP-G804P63,
tcp,801,False,,,{},,,,DESKTOP-G804P63,
tcp,802,False,,,{},,,,DESKTOP-G804P63,
tcp,803,False,,,{},,,,DESKTOP-G804P63,
tcp,804,False,,,{},,,,DESKTOP-G804P63,
tcp,805,False,,,{},,,,DESKTOP-G804P63,
tcp,806,False,,,{},,,,DESKTOP-G804P63,
tcp,807,False,,,{},,,,DESKTOP-G804P63,
tcp,808,False,,,{},,,,DESKTOP-G804P63,
tcp,809,False,,,{},,,,DESKTOP-G804P63,
tcp,810,False,,,{},,,,DESKTOP-G804P63,
tcp,811,False,,,{},,,,DESKTOP-G804P63,
tcp,812,False,,,{},,,,DESKTOP-G804P63,
tcp,813,False,,,{},,,,DESKTOP-G804P63,
tcp,814,False,,,{},,,,DESKTOP-G804P63,
tcp,815,False,,,{},,,,DESKTOP-G804P63,
tcp,816,False,,,{},,,,DESKTOP-G804P63,
tcp,817,False,,,{},,,,DESKTOP-G804P63,
tcp,818,False,,,{},,,,DESKTOP-G804P63,
tcp,819,False,,,{},,,,DESKTOP-G804P63,
tcp,820,False,,,{},,,,DESKTOP-G804P63,
tcp,821,False,,,{},,,,DESKTOP-G804P63,
tcp,822,False,,,{},,,,DESKTOP-G804P63,
tcp,823,False,,,{},,,,DESKTOP-G804P63,
tcp,824,False,,,{},,,,DESKTOP-G804P63,
tcp,825,False,,,{},,,,DESKTOP-G804P63,
tcp,826,False,,,{},,,,DESKTOP-G804P63,
tcp,827,False,,,{},,,,DESKTOP-G804P63,
tcp,828,False,,,{},,,,DESKTOP-G804P63,
tcp,829,False,,,{},,,,DESKTOP-G804P63,
tcp,830,False,,,{},,,,DESKTOP-G804P63,
tcp,831,False,,,{},,,,DESKTOP-G804P63,
tcp,832,False,,,{},,,,DESKTOP-G804P63,
tcp,833,False,,,{},,,,DESKTOP-G804P63,
tcp,834,False,,,{},,,,DESKTOP-G804P63,
tcp,835,False,,,{},,,,DESKTOP-G804P63,
tcp,836,False,,,{},,,,DESKTOP-G804P63,
tcp,837,False,,,{},,,,DESKTOP-G804P63,
tcp,838,False,,,{},,,,DESKTOP-G804P63,
tcp,839,False,,,{},,,,DESKTOP-G804P63,
tcp,840,False,,,{},,,,DESKTOP-G804P63,
tcp,841,False,,,{},,,,DESKTOP-G804P63,
tcp,842,False,,,{},,,,DESKTOP-G804P63,
tcp,843,False,,,{},,,,DESKTOP-G804P63,
tcp,844,False,,,{},,,,DESKTOP-G804P63,
tcp,845,False,,,{},,,,DESKTOP-G804P63,
tcp,846,False,,,{},,,,DESKTOP-G804P63,
tcp,847,False,,,{},,,,DESKTOP-G804P63,
tcp,848,False,,,{},,,,DESKTOP-G804P63,
tcp,849,False,,,{},,,,DESKTOP-G804P63,
tcp,850,False,,,{},,,,DESKTOP-G804P63,
tcp,851,False,,,{},,,,DESKTOP-G804P63,
tcp,852,False,,,{},,,,DESKTOP-G804P63,
tcp,853,False,,,{},,,,DESKTOP-G804P63,
tcp,854,False,,,{},,,,DESKTOP-G804P63,
tcp,855,False,,,{},,,,DESKTOP-G804P63,
tcp,856,False,,,{},,,,DESKTOP-G804P63,
tcp,857,False,,,{},,,,DESKTOP-G804P63,
tcp,858,False,,,{},,,,DESKTOP-G804P63,
tcp,859,False,,,{},,,,DESKTOP-G804P63,
tcp,860,False,,,{},,,,DESKTOP-G804P63,
tcp,861,False,,,{},,,,DESKTOP-G804P63,
tcp,862,False,,,{},,,,DESKTOP-G804P63,
tcp,863,False,,,{},,,,DESKTOP-G804P63,
tcp,864,False,,,{},,,,DESKTOP-G804P63,
tcp,865,False,,,{},,,,DESKTOP-G804P63,
tcp,866,False,,,{},,,,DESKTOP-G804P63,
tcp,867,False,,,{},,,,DESKTOP-G804P63,
tcp,868,False,,,{},,,,DESKTOP-G804P63,
tcp,869,False,,,{},,,,DESKTOP-G804P63,
tcp,870,False,,,{},,,,DESKTOP-G804P63,
tcp,871,False,,,{},,,,DESKTOP-G804P63,
tcp,872,False,,,{},,,,DESKTOP-G804P63,
tcp,873,False,,,{},,,,DESKTOP-G804P63,
tcp,874,False,,,{},,,,DESKTOP-G804P63,
tcp,875,False,,,{},,,,DESKTOP-G804P63,
tcp,876,False,,,{},,,,DESKTOP-G804P63,
tcp,877,False,,,{},,,,DESKTOP-G804P63,
tcp,878,False,,,{},,,,DESKTOP-G804P63,
tcp,879,False,,,{},,,,DESKTOP-G804P63,
tcp,880,False,,,{},,,,DESKTOP-G804P63,
tcp,881,False,,,{},,,,DESKTOP-G804P63,
tcp,882,False,,,{},,,,DESKTOP-G804P63,
tcp,883,False,,,{},,,,DESKTOP-G804P63,
tcp,884,False,,,{},,,,DESKTOP-G804P63,
tcp,885,False,,,{},,,,DESKTOP-G804P63,
tcp,886,False,,,{},,,,DESKTOP-G804P63,
tcp,887,False,,,{},,,,DESKTOP-G804P63,
tcp,888,False,,,{},,,,DESKTOP-G804P63,
tcp,889,False,,,{},,,,DESKTOP-G804P63,
tcp,890,False,,,{},,,,DESKTOP-G804P63,
tcp,891,False,,,{},,,,DESKTOP-G804P63,
tcp,892,False,,,{},,,,DESKTOP-G804P63,
tcp,893,False,,,{},,,,DESKTOP-G804P63,
tcp,894,False,,,{},,,,DESKTOP-G804P63,
tcp,895,False,,,{},,,,DESKTOP-G804P63,
tcp,896,False,,,{},,,,DESKTOP-G804P63,
tcp,897,False,,,{},,,,DESKTOP-G804P63,
tcp,898,False,,,{},,,,DESKTOP-G804P63,
tcp,899,False,,,{},,,,DESKTOP-G804P63,
tcp,900,False,,,{},,,,DESKTOP-G804P63,
tcp,901,False,,,{},,,,DESKTOP-G804P63,
tcp,902,False,,,{},,,,DESKTOP-G804P63,
tcp,903,False,,,{},,,,DESKTOP-G804P63,
tcp,904,False,,,{},,,,DESKTOP-G804P63,
tcp,905,False,,,{},,,,DESKTOP-G804P63,
tcp,906,False,,,{},,,,DESKTOP-G804P63,
tcp,907,False,,,{},,,,DESKTOP-G804P63,
tcp,908,False,,,{},,,,DESKTOP-G804P63,
tcp,909,False,,,{},,,,DESKTOP-G804P63,
tcp,910,False,,,{},,,,DESKTOP-G804P63,
tcp,911,False,,,{},,,,DESKTOP-G804P63,
tcp,912,False,,,{},,,,DESKTOP-G804P63,
tcp,913,False,,,{},,,,DESKTOP-G804P63,
tcp,914,False,,,{},,,,DESKTOP-G804P63,
tcp,915,False,,,{},,,,DESKTOP-G804P63,
tcp,916,False,,,{},,,,DESKTOP-G804P63,
tcp,917,False,,,{},,,,DESKTOP-G804P63,
tcp,918,False,,,{},,,,DESKTOP-G804P63,
tcp,919,False,,,{},,,,DESKTOP-G804P63,
tcp,920,False,,,{},,,,DESKTOP-G804P63,
tcp,921,False,,,{},,,,DESKTOP-G804P63,
tcp,922,False,,,{},,,,DESKTOP-G804P63,
tcp,923,False,,,{},,,,DESKTOP-G804P63,
tcp,924,False,,,{},,,,DESKTOP-G804P63,
tcp,925,False,,,{},,,,DESKTOP-G804P63,
tcp,926,False,,,{},,,,DESKTOP-G804P63,
tcp,927,False,,,{},,,,DESKTOP-G804P63,
tcp,928,False,,,{},,,,DESKTOP-G804P63,
tcp,929,False,,,{},,,,DESKTOP-G804P63,
tcp,930,False,,,{},,,,DESKTOP-G804P63,
tcp,931,False,,,{},,,,DESKTOP-G804P63,
tcp,932,False,,,{},,,,DESKTOP-G804P63,
tcp,933,False,,,{},,,,DESKTOP-G804P63,
tcp,934,False,,,{},,,,DESKTOP-G804P63,
tcp,935,False,,,{},,,,DESKTOP-G804P63,
tcp,936,False,,,{},,,,DESKTOP-G804P63,
tcp,937,False,,,{},,,,DESKTOP-G804P63,
tcp,938,False,,,{},,,,DESKTOP-G804P63,
tcp,939,False,,,{},,,,DESKTOP-G804P63,
tcp,940,False,,,{},,,,DESKTOP-G804P63,
tcp,941,False,,,{},,,,DESKTOP-G804P63,
tcp,942,False,,,{},,,,DESKTOP-G804P63,
tcp,943,False,,,{},,,,DESKTOP-G804P63,
tcp,944,False,,,{},,,,DESKTOP-G804P63,
tcp,945,False,,,{},,,,DESKTOP-G804P63,
tcp,946,False,,,{},,,,DESKTOP-G804P63,
tcp,947,False,,,{},,,,DESKTOP-G804P63,
tcp,948,False,,,{},,,,DESKTOP-G804P63,
tcp,949,False,,,{},,,,DESKTOP-G804P63,
tcp,950,False,,,{},,,,DESKTOP-G804P63,
tcp,951,False,,,{},,,,DESKTOP-G804P63,
tcp,952,False,,,{},,,,DESKTOP-G804P63,
tcp,953,False,,,{},,,,DESKTOP-G804P63,
tcp,954,False,,,{},,,,DESKTOP-G804P63,
tcp,955,False,,,{},,,,DESKTOP-G804P63,
tcp,956,False,,,{},,,,DESKTOP-G804P63,
tcp,957,False,,,{},,,,DESKTOP-G804P63,
tcp,958,False,,,{},,,,DESKTOP-G804P63,
tcp,959,False,,,{},,,,DESKTOP-G804P63,
tcp,960,False,,,{},,,,DESKTOP-G804P63,
tcp,961,False,,,{},,,,DESKTOP-G804P63,
tcp,962,False,,,{},,,,DESKTOP-G804P63,
tcp,963,False,,,{},,,,DESKTOP-G804P63,
tcp,964,False,,,{},,,,DESKTOP-G804P63,
tcp,965,False,,,{},,,,DESKTOP-G804P63,
tcp,966,False,,,{},,,,DESKTOP-G804P63,
tcp,967,False,,,{},,,,DESKTOP-G804P63,
tcp,968,False,,,{},,,,DESKTOP-G804P63,
tcp,969,False,,,{},,,,DESKTOP-G804P63,
tcp,970,False,,,{},,,,DESKTOP-G804P63,
tcp,971,False,,,{},,,,DESKTOP-G804P63,
tcp,972,False,,,{},,,,DESKTOP-G804P63,
tcp,973,False,,,{},,,,DESKTOP-G804P63,
tcp,974,False,,,{},,,,DESKTOP-G804P63,
tcp,975,False,,,{},,,,DESKTOP-G804P63,
tcp,976,False,,,{},,,,DESKTOP-G804P63,
tcp,977,False,,,{},,,,DESKTOP-G804P63,
tcp,978,False,,,{},,,,DESKTOP-G804P63,
